Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD04607,CT Scanner,2017-02-16,8,CardioSync,Model-150,France,12356.393554324985,7.73421424560102,4,1,2,Component software patch after detecting voltage spike; functionality restored. component issue moderate delay,70080,12,70080.0,0.17631840117472866,0.6666666666666666,Medium Risk,1
MD01815,X-Ray Machine,2015-08-16,10,CardioSync,Model-350,UK,2860.7346288912045,2.5283960063856976,5,3,1,System performance degraded due to abnormal sound; mitigation via inspection. software reset low priority fault,87600,12,29200.0,0.032656788001041145,0.8333333333333334,Medium Risk,1
MD02494,Defibrillator,2016-05-16,9,RescueTech,Model-250,France,10653.587218659788,5.003324308497473,3,5,3,Component replacement after detecting overheating; functionality restored. data loss system crash,78840,12,15768.0,0.135129213833838,0.75,High Risk,2
MD01222,X-Ray Machine,2020-06-27,5,CardioSync,Model-150,USA,16319.833734136831,13.229376812401824,5,1,3,Component replacement after detecting abnormal sound; functionality restored. reboot failed critical malfunction,43800,12,43800.0,0.37259894370175417,0.4166666666666667,Medium Risk,1
MD02541,MRI Scanner,2015-08-13,10,CardioSync,Model-300,France,4642.432502295688,12.060172986994818,5,1,2,System performance degraded due to software crash; mitigation via replacement. reviewed logs moderate delay,87600,12,87600.0,0.052995804820727035,0.8333333333333334,Medium Risk,1
MD02959,MRI Scanner,2016-05-10,9,UltraMed,Model-100,Canada,6376.920346583026,14.218329726620867,3,1,2,System performance degraded due to abnormal sound; mitigation via recalibration. reviewed logs component review,78840,12,78840.0,0.08088432707487349,0.75,Medium Risk,1
MD04445,MRI Scanner,2019-10-01,6,ImagingTech,Model-300,USA,5853.265792878495,28.99646527970384,3,2,3,battery wear caused operational delay; system reset initiated. reboot failed critical malfunction,52560,12,26280.0,0.11136350443071717,0.5,Medium Risk,1
MD02386,Infusion Pump,2022-04-16,3,RescueTech,Model-550,Canada,6189.904411832242,9.571281829111069,2,3,1,Component inspection after detecting voltage spike; functionality restored. minor issue log file cleared,26280,12,8760.0,0.23553669755830448,0.25,Medium Risk,1
MD02338,CT Scanner,2022-09-16,3,ImagingTech,Model-400,Canada,23382.11936178163,10.724032811977626,5,0,3,abnormal sound caused operational delay; system reset initiated. reboot failed critical failure,26280,12,26280.0,0.8897305693219799,0.25,Low Risk,0
MD00622,CT Scanner,2019-06-21,6,MedEquip,Model-300,USA,7789.356757863013,7.291163379908162,1,2,2,Component inspection after detecting battery wear; functionality restored. reviewed logs non-critical warning,52560,12,26280.0,0.14819932948750025,0.5,Medium Risk,1
MD02568,Defibrillator,2022-07-19,3,MedEquip,Model-550,France,9889.978600840312,14.93764904259027,3,2,3,Component software patch after detecting data lag; functionality restored. data loss emergency shutdown,26280,12,13140.0,0.3763309969878353,0.25,Medium Risk,1
MD04016,Infusion Pump,2015-05-15,10,ScanPro,Model-350,France,2515.5336363574675,4.866110649333414,4,0,2,abnormal sound caused operational delay; inspection initiated. moderate delay average severity report,87600,12,26280.0,0.028716137401340953,0.8333333333333334,Low Risk,0
MD04006,X-Ray Machine,2019-01-24,6,ImagingTech,Model-600,USA,6016.260277356898,18.350289626347127,1,2,3,Component software patch after detecting voltage spike; functionality restored. sensor replaced system crash,52560,12,26280.0,0.11446461714910384,0.5,Medium Risk,1
MD01371,CT Scanner,2019-03-13,6,CardioSync,Model-150,USA,5022.115783972496,8.013036240443054,4,0,1,Component software patch after detecting voltage spike; functionality restored. quick fix system check passed,52560,12,26280.0,0.09555014809688918,0.5,Low Risk,0
MD03313,MRI Scanner,2020-08-08,5,RescueTech,Model-600,USA,4610.213202006516,5.616610742604679,3,1,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay non-critical warning,43800,12,43800.0,0.10525600917823097,0.4166666666666667,Medium Risk,1
MD04257,CT Scanner,2015-08-28,10,RescueTech,Model-150,UK,4067.1900297920274,3.919815138652644,1,6,1,circuit failure caused operational delay; replacement initiated. quick fix routine reset,87600,12,14600.0,0.04642910992913273,0.8333333333333334,Medium Risk,1
MD00150,X-Ray Machine,2018-09-25,7,UltraMed,Model-350,USA,16436.235149969485,5.120231470969776,4,1,3,Component component upgrade after detecting circuit failure; functionality restored. sensor replaced sensor replacement,61320,12,61320.0,0.26804036448091134,0.5833333333333334,Medium Risk,1
MD02543,PET Scanner,2023-12-16,2,ScanPro,Model-200,France,3276.788922737958,18.80475802533036,3,2,2,Component firmware update after detecting circuit failure; functionality restored. moderate delay driver update applied,17520,12,8760.0,0.18703133120650445,0.16666666666666666,Medium Risk,1
MD02610,Infusion Pump,2017-07-28,8,ImagingTech,Model-500,Canada,23382.11936178163,13.350142885213712,3,0,3,sensor misalignment caused operational delay; replacement initiated. sensor replaced sensor replacement,70080,12,26280.0,0.33364896349574247,0.6666666666666666,Low Risk,0
MD00205,CT Scanner,2022-03-09,3,CardioSync,Model-500,Japan,6479.997632998863,13.442155729506917,4,2,2,battery wear caused operational delay; firmware update initiated. driver update performance warning,26280,12,13140.0,0.246575252397217,0.25,Medium Risk,1
MD01602,X-Ray Machine,2017-12-01,8,RescueTech,Model-150,USA,5240.640140458921,14.238519151161077,5,0,2,System performance degraded due to data lag; mitigation via software patch. moderate delay moderate delay,70080,12,26280.0,0.07478082392207365,0.6666666666666666,Low Risk,0
MD00203,MRI Scanner,2021-11-01,4,MedEquip,Model-400,Italy,11062.07964141016,14.016095757163049,1,2,3,sensor misalignment caused operational delay; system reset initiated. critical failure emergency shutdown,35040,12,17520.0,0.315698619903258,0.3333333333333333,High Risk,2
MD01410,MRI Scanner,2013-07-04,12,MedEquip,Model-550,USA,4882.431426128382,5.644082210536075,2,0,1,Component software patch after detecting data lag; functionality restored. minor issue low priority fault,105120,12,26280.0,0.046446265469257814,1.0,Low Risk,0
MD03331,MRI Scanner,2022-03-11,3,CardioSync,Model-300,Italy,4360.893836119488,6.666794016582985,5,2,3,circuit failure caused operational delay; inspection initiated. data loss hardware fault,26280,12,13140.0,0.16593964368795616,0.25,Medium Risk,1
MD00114,Infusion Pump,2015-08-17,10,UltraMed,Model-550,Japan,16619.142339631857,10.569846905265717,5,2,3,circuit failure caused operational delay; component upgrade initiated. data loss critical failure,87600,12,43800.0,0.18971623675378832,0.8333333333333334,Medium Risk,1
MD02740,X-Ray Machine,2021-03-08,4,ScanPro,Model-600,Japan,12486.077583284808,28.18236780828564,2,2,3,data lag caused operational delay; system reset initiated. sensor replaced emergency shutdown,35040,12,17520.0,0.35633783057319657,0.3333333333333333,High Risk,2
MD04785,X-Ray Machine,2017-07-30,8,ScanPro,Model-550,Japan,3339.02340542012,9.61220400501706,4,4,1,data lag caused operational delay; replacement initiated. software reset quick fix,70080,12,17520.0,0.04764588192665697,0.6666666666666666,Medium Risk,1
MD01253,Defibrillator,2017-01-18,8,RescueTech,Model-350,Italy,20518.549790949004,17.22375864713864,4,1,3,Routine check completed; sensor misalignment observed during diagnostics. critical failure critical malfunction,70080,12,70080.0,0.2927875255557792,0.6666666666666666,Medium Risk,1
MD03577,X-Ray Machine,2020-10-20,5,UltraMed,Model-400,UK,3864.1963112072326,9.176260133295749,1,2,1,Component system reset after detecting battery wear; functionality restored. quick fix low priority fault,43800,12,21900.0,0.08822366007322449,0.4166666666666667,Medium Risk,1
MD02611,CT Scanner,2014-11-17,11,UltraMed,Model-200,France,23382.11936178163,25.761807921858747,1,2,3,software crash caused operational delay; firmware update initiated. critical failure high priority failure,96360,12,48180.0,0.24265379163326725,0.9166666666666666,Medium Risk,1
MD00606,Defibrillator,2022-12-31,3,ScanPro,Model-400,Canada,9120.941978455949,8.942155806535608,3,2,2,Component component upgrade after detecting overheating; functionality restored. moderate delay moderate delay,26280,12,13140.0,0.3470678073993892,0.25,Medium Risk,1
MD01666,CT Scanner,2018-03-07,7,RescueTech,Model-250,UK,6840.950508489731,16.50595054883902,5,1,2,software crash caused operational delay; inspection initiated. reviewed logs moderate delay,61320,12,61320.0,0.11156148904908238,0.5833333333333334,Medium Risk,1
MD01665,Defibrillator,2014-06-10,11,CardioSync,Model-150,USA,6217.959720210631,1.7987912459911322,5,2,1,software crash caused operational delay; system reset initiated. log cleaned temporary glitch,96360,12,48180.0,0.06452843213170019,0.9166666666666666,Medium Risk,1
MD02445,Defibrillator,2014-04-15,11,RescueTech,Model-600,Canada,11903.475061697854,16.210279155973794,5,1,3,Component software patch after detecting data lag; functionality restored. reboot failed system crash,96360,12,96360.0,0.1235312895568478,0.9166666666666666,Medium Risk,1
MD05081,MRI Scanner,2020-06-21,5,MedEquip,Model-400,USA,2795.5148584910503,6.283686980425293,1,1,1,Routine check completed; data lag observed during diagnostics. minor issue stable condition,43800,12,43800.0,0.0638245401481975,0.4166666666666667,Medium Risk,1
MD04214,CT Scanner,2016-09-16,9,MedEquip,Model-600,USA,5378.574614375285,5.342079992174456,4,2,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned minor issue,78840,12,39420.0,0.06822139287639885,0.75,Medium Risk,1
MD04284,PET Scanner,2017-04-22,8,ImagingTech,Model-550,Italy,4809.985752755614,4.838475747736863,3,2,1,System performance degraded due to voltage spike; mitigation via inspection. quick fix minor issue,70080,12,35040.0,0.06863564144913833,0.6666666666666666,Medium Risk,1
MD04004,PET Scanner,2014-01-22,11,MedEquip,Model-650,Italy,5473.32065925415,27.69150767721321,5,2,3,System performance degraded due to sensor misalignment; mitigation via inspection. sensor replaced urgent inspection needed,96360,12,48180.0,0.0568007540395823,0.9166666666666666,Medium Risk,1
MD04969,X-Ray Machine,2023-09-05,2,MedEquip,Model-650,Italy,7066.765271273858,4.904192242531408,5,5,2,Routine check completed; sensor misalignment observed during diagnostics. component issue driver update applied,17520,12,3504.0,0.40335418215033436,0.16666666666666666,Medium Risk,1
MD05459,CT Scanner,2020-05-04,5,RescueTech,Model-500,France,21088.45394761198,11.82766886255909,3,2,3,System performance degraded due to circuit failure; mitigation via component upgrade. reboot failed critical malfunction,43800,12,21900.0,0.481471551315342,0.4166666666666667,High Risk,2
MD04000,PET Scanner,2022-06-19,3,CardioSync,Model-650,Italy,958.1073820851292,18.505003227130512,2,2,2,System performance degraded due to data lag; mitigation via system reset. moderate delay component review,26280,12,13140.0,0.03645766294083445,0.25,Medium Risk,1
MD05483,PET Scanner,2020-12-19,5,ScanPro,Model-300,France,7145.904603114267,17.96744231261389,1,2,3,Routine check completed; data lag observed during diagnostics. data loss critical malfunction,43800,12,21900.0,0.16314850692041705,0.4166666666666667,Medium Risk,1
MD00602,CT Scanner,2022-01-08,3,ImagingTech,Model-500,UK,1145.7508869305368,1.8887843514038007,1,1,1,Routine check completed; data lag observed during diagnostics. quick fix quick fix,26280,12,26280.0,0.04359782674773732,0.25,Medium Risk,1
MD02718,MRI Scanner,2019-12-18,6,CardioSync,Model-450,Canada,21178.104386927367,5.824133569715242,2,0,3,Component system reset after detecting battery wear; functionality restored. sensor replaced high priority failure,52560,12,26280.0,0.4029319708319514,0.5,Low Risk,0
MD01257,PET Scanner,2023-02-01,2,ScanPro,Model-200,UK,7427.839907387583,11.795835166337673,2,4,3,battery wear caused operational delay; system reset initiated. data loss hardware fault,17520,12,4380.0,0.4239634650335378,0.16666666666666666,Medium Risk,1
MD05017,CT Scanner,2017-02-03,8,RescueTech,Model-250,UK,7789.859354569396,6.561715419217657,2,0,2,abnormal sound caused operational delay; firmware update initiated. moderate delay device required inspection,70080,12,26280.0,0.11115666887228019,0.6666666666666666,Low Risk,0
MD04146,Defibrillator,2017-03-24,8,ScanPro,Model-200,Italy,3483.9414931058755,5.24936476664749,2,4,1,Component software patch after detecting sensor misalignment; functionality restored. software reset temporary glitch,70080,12,17520.0,0.04971377701349708,0.6666666666666666,Medium Risk,1
MD02482,X-Ray Machine,2019-06-11,6,RescueTech,Model-600,USA,8710.407836474356,14.497166660834242,5,3,2,Component software patch after detecting abnormal sound; functionality restored. reviewed logs moderate delay,52560,12,17520.0,0.16572313235301286,0.5,Medium Risk,1
MD02943,Infusion Pump,2022-07-13,3,UltraMed,Model-500,France,21516.05502256365,23.850794365533144,2,1,3,abnormal sound caused operational delay; replacement initiated. reboot failed critical failure,26280,12,26280.0,0.8187235548920719,0.25,Medium Risk,1
MD04666,X-Ray Machine,2014-12-11,11,UltraMed,Model-150,Canada,15480.482788202506,7.474677975149421,2,2,3,Component component upgrade after detecting overheating; functionality restored. critical failure system crash,96360,12,48180.0,0.16065258186179437,0.9166666666666666,Medium Risk,1
MD00107,Defibrillator,2017-12-24,8,CardioSync,Model-300,Canada,5262.32410879979,15.318769439660242,4,3,2,System performance degraded due to voltage spike; mitigation via system reset. moderate delay driver update applied,70080,12,23360.0,0.07509024127853582,0.6666666666666666,Medium Risk,1
MD04804,Infusion Pump,2019-04-25,6,MedEquip,Model-100,USA,4141.3387755708045,10.84862862965597,4,2,1,Component firmware update after detecting sensor misalignment; functionality restored. minor issue log file cleared,52560,12,26280.0,0.07879259466458913,0.5,Medium Risk,1
MD04865,MRI Scanner,2020-03-06,5,RescueTech,Model-400,Japan,4588.573865971532,3.408186665108448,3,2,2,circuit failure caused operational delay; firmware update initiated. moderate delay performance warning,43800,12,21900.0,0.10476196041030894,0.4166666666666667,Medium Risk,1
MD03270,CT Scanner,2020-10-29,5,MedEquip,Model-600,France,2721.479491225472,7.196817482738616,1,2,1,System performance degraded due to circuit failure; mitigation via firmware update. quick fix minor issue,43800,12,21900.0,0.06213423495948566,0.4166666666666667,Medium Risk,1
MD03443,CT Scanner,2023-07-24,2,ImagingTech,Model-450,France,1573.83607926098,7.150058351121162,2,0,1,System performance degraded due to data lag; mitigation via firmware update. log cleaned stable condition,17520,12,26280.0,0.08983082644183675,0.16666666666666666,Low Risk,0
MD00011,Defibrillator,2016-03-10,9,RescueTech,Model-450,Japan,2038.1511963712849,4.1751163127184725,3,2,1,data lag caused operational delay; replacement initiated. quick fix minor issue,78840,12,39420.0,0.02585174018735775,0.75,Medium Risk,1
MD00874,PET Scanner,2018-10-17,7,MedEquip,Model-200,Canada,16863.31600533443,15.416445524488523,2,0,2,System performance degraded due to software crash; mitigation via firmware update. driver update non-critical warning,61320,12,26280.0,0.2750051533811877,0.5833333333333334,Low Risk,0
MD03212,Infusion Pump,2017-06-17,8,MedEquip,Model-100,Canada,14456.818673130256,22.119881463754435,4,2,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced high priority failure,70080,12,35040.0,0.2062902207923838,0.6666666666666666,Medium Risk,1
MD04380,Defibrillator,2015-11-16,10,RescueTech,Model-650,UK,18785.80294615952,26.03790284168422,3,2,3,Routine check completed; software crash observed during diagnostics. critical failure critical malfunction,87600,12,43800.0,0.21444980532145572,0.8333333333333334,Medium Risk,1
MD02998,PET Scanner,2023-12-04,2,CardioSync,Model-350,Japan,13398.53152819425,5.921805870640469,2,4,3,System performance degraded due to voltage spike; mitigation via component upgrade. sensor replaced hardware fault,17520,12,4380.0,0.764756365764512,0.16666666666666666,High Risk,2
MD04099,Infusion Pump,2014-07-17,11,UltraMed,Model-200,UK,11595.648951094392,12.460763621644452,5,1,2,Routine check completed; overheating observed during diagnostics. moderate delay performance warning,96360,12,96360.0,0.1203367471055873,0.9166666666666666,Medium Risk,1
MD04655,Infusion Pump,2022-05-29,3,CardioSync,Model-300,Canada,7401.532217141943,13.746734945773955,2,2,3,Routine check completed; software crash observed during diagnostics. critical failure critical malfunction,26280,12,13140.0,0.2816412563600435,0.25,Medium Risk,1
MD01955,Infusion Pump,2024-02-08,1,UltraMed,Model-450,UK,4278.053937172761,11.71315269002711,5,1,2,sensor misalignment caused operational delay; replacement initiated. component issue device required inspection,8760,12,8760.0,0.48836232159506404,0.08333333333333333,Medium Risk,1
MD05139,Infusion Pump,2016-07-25,9,ImagingTech,Model-100,Italy,1712.4761934373555,4.292814665168496,2,6,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs moderate delay,78840,12,13140.0,0.02172090554841902,0.75,Medium Risk,1
MD01901,Defibrillator,2015-03-27,10,MedEquip,Model-600,USA,4990.08143376116,15.44470600008883,3,3,2,Routine check completed; voltage spike observed during diagnostics. component issue device required inspection,87600,12,29200.0,0.056964399928780364,0.8333333333333334,Medium Risk,1
MD04360,X-Ray Machine,2015-04-03,10,CardioSync,Model-450,Canada,10845.226145334236,22.65125659354233,2,4,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced high priority failure,87600,12,21900.0,0.12380395143075612,0.8333333333333334,High Risk,2
MD00569,MRI Scanner,2014-02-28,11,UltraMed,Model-100,USA,-766.0615476255244,15.702454738693405,5,3,2,Component recalibration after detecting sensor misalignment; functionality restored. driver update moderate delay,96360,12,32120.0,-0.007949995305370739,0.9166666666666666,Medium Risk,1
MD00389,X-Ray Machine,2021-11-27,4,MedEquip,Model-600,UK,4969.813978361384,6.732412729115032,4,3,1,Routine check completed; software crash observed during diagnostics. quick fix system check passed,35040,12,11680.0,0.14183259070666052,0.3333333333333333,Medium Risk,1
MD03819,X-Ray Machine,2016-01-29,9,MedEquip,Model-300,UK,5215.517258644875,19.237276165473634,4,0,2,Component component upgrade after detecting abnormal sound; functionality restored. component issue moderate delay,78840,12,26280.0,0.06615318694374525,0.75,Low Risk,0
MD01662,MRI Scanner,2018-06-08,7,RescueTech,Model-150,Italy,7967.090687207114,7.028534772901327,1,3,1,circuit failure caused operational delay; recalibration initiated. quick fix quick fix,61320,12,20440.0,0.1299264626093789,0.5833333333333334,Medium Risk,1
MD00733,MRI Scanner,2021-02-22,4,MedEquip,Model-400,France,3632.8168256174654,6.886768344355538,5,2,1,voltage spike caused operational delay; inspection initiated. quick fix system check passed,35040,12,17520.0,0.10367627926990483,0.3333333333333333,Medium Risk,1
MD04103,PET Scanner,2021-09-09,4,MedEquip,Model-400,Canada,6347.243055037017,2.3624947868290693,2,1,2,sensor misalignment caused operational delay; system reset initiated. component issue device required inspection,35040,12,35040.0,0.18114278125105643,0.3333333333333333,Medium Risk,1
MD00195,Infusion Pump,2014-10-17,11,ScanPro,Model-250,Canada,6825.766874230238,8.149791208356799,3,2,2,overheating caused operational delay; component upgrade initiated. driver update component review,96360,12,48180.0,0.07083610288740387,0.9166666666666666,Medium Risk,1
MD00370,PET Scanner,2020-09-17,5,UltraMed,Model-100,Canada,6929.790448418058,5.017010887021853,1,2,1,voltage spike caused operational delay; software patch initiated. minor issue routine reset,43800,12,21900.0,0.15821439379949903,0.4166666666666667,Medium Risk,1
MD00056,X-Ray Machine,2019-05-30,6,ScanPro,Model-550,Italy,18477.32557058728,15.39871738350286,3,3,3,software crash caused operational delay; recalibration initiated. data loss hardware fault,52560,12,17520.0,0.3515472901557702,0.5,High Risk,2
MD04741,Defibrillator,2014-01-10,11,ImagingTech,Model-550,Japan,-1218.2846773709616,16.303484308873106,1,1,3,Component recalibration after detecting battery wear; functionality restored. data loss system crash,96360,12,96360.0,-0.012643053937017036,0.9166666666666666,Medium Risk,1
MD01687,CT Scanner,2018-03-09,7,RescueTech,Model-100,France,6294.608947689636,9.846983660765163,1,0,1,overheating caused operational delay; software patch initiated. quick fix minor issue,61320,12,26280.0,0.10265180932305343,0.5833333333333334,Low Risk,0
MD00038,MRI Scanner,2016-02-22,9,ScanPro,Model-150,UK,5919.2775684401495,4.727030493040961,4,1,1,sensor misalignment caused operational delay; component upgrade initiated. log cleaned minor issue,78840,12,78840.0,0.07507962415576039,0.75,Medium Risk,1
MD00166,MRI Scanner,2019-11-02,6,MedEquip,Model-450,UK,2385.1650410619054,1.3722086911940703,5,5,1,Routine check completed; circuit failure observed during diagnostics. quick fix system check passed,52560,12,10512.0,0.0453798523794122,0.5,Medium Risk,1
MD05082,PET Scanner,2023-12-19,2,ImagingTech,Model-650,UK,3503.5662084234896,22.31021155316824,5,1,3,Routine check completed; overheating observed during diagnostics. critical failure critical failure,17520,12,17520.0,0.19997524020682017,0.16666666666666666,Medium Risk,1
MD04110,Infusion Pump,2017-12-07,8,UltraMed,Model-500,USA,8154.506071626537,22.32071346673916,4,2,3,System performance degraded due to data lag; mitigation via software patch. data loss hardware fault,70080,12,35040.0,0.11635996106773026,0.6666666666666666,Medium Risk,1
MD04416,CT Scanner,2015-01-31,10,MedEquip,Model-350,Canada,2832.767289271312,28.99646527970384,4,3,3,System performance degraded due to circuit failure; mitigation via system reset. data loss critical malfunction,87600,12,29200.0,0.03233752613323416,0.8333333333333334,Medium Risk,1
MD02843,CT Scanner,2020-10-30,5,UltraMed,Model-550,UK,13193.367876696746,7.445197513837919,5,0,3,Routine check completed; software crash observed during diagnostics. reboot failed high priority failure,43800,12,26280.0,0.30121844467344167,0.4166666666666667,Low Risk,0
MD02202,CT Scanner,2018-02-22,7,ScanPro,Model-600,France,14802.754724492845,17.59484084163804,3,2,3,System performance degraded due to circuit failure; mitigation via inspection. sensor replaced critical failure,61320,12,30660.0,0.24140174045161195,0.5833333333333334,Medium Risk,1
MD02695,X-Ray Machine,2017-03-16,8,ImagingTech,Model-650,France,16128.799874150203,11.97252249886932,2,0,3,data lag caused operational delay; firmware update initiated. critical failure critical malfunction,70080,12,26280.0,0.23014840003068213,0.6666666666666666,Low Risk,0
MD03002,Defibrillator,2014-10-15,11,ImagingTech,Model-250,France,5476.379928265317,24.969904248076784,5,3,3,System performance degraded due to overheating; mitigation via firmware update. data loss urgent inspection needed,96360,12,32120.0,0.05683250236888042,0.9166666666666666,Medium Risk,1
MD04037,X-Ray Machine,2013-08-27,12,RescueTech,Model-150,France,22250.67384695744,10.22585727775832,2,1,3,Routine check completed; abnormal sound observed during diagnostics. reboot failed sensor replacement,105120,12,105120.0,0.21166927175568342,1.0,Medium Risk,1
MD03075,CT Scanner,2023-03-05,2,UltraMed,Model-250,UK,12780.70838124843,15.52177429236304,3,3,2,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs driver update applied,17520,12,5840.0,0.7294924875141798,0.16666666666666666,High Risk,2
MD00531,Infusion Pump,2020-01-26,5,ImagingTech,Model-400,Italy,2159.1701490542287,15.655175479322542,3,1,2,System performance degraded due to voltage spike; mitigation via recalibration. moderate delay performance warning,43800,12,43800.0,0.04929612212452577,0.4166666666666667,Medium Risk,1
MD02356,Defibrillator,2015-07-12,10,ImagingTech,Model-150,Italy,5226.477230693801,14.703866123106142,5,2,2,software crash caused operational delay; firmware update initiated. reviewed logs performance warning,87600,12,43800.0,0.05966298208554568,0.8333333333333334,Medium Risk,1
MD04668,X-Ray Machine,2017-04-25,8,UltraMed,Model-600,UK,12456.334441907746,15.924033220724068,2,1,2,System performance degraded due to battery wear; mitigation via firmware update. reviewed logs device required inspection,70080,12,70080.0,0.17774449831489364,0.6666666666666666,Medium Risk,1
MD03685,Infusion Pump,2020-02-06,5,UltraMed,Model-300,Japan,688.615319532464,6.765643715659713,5,1,1,Component system reset after detecting data lag; functionality restored. quick fix quick fix,43800,12,43800.0,0.015721810948229772,0.4166666666666667,Medium Risk,1
MD00540,X-Ray Machine,2015-12-23,10,ImagingTech,Model-200,Japan,4877.399981112549,14.900755156231536,2,3,3,Component inspection after detecting voltage spike; functionality restored. reboot failed urgent inspection needed,87600,12,29200.0,0.05567808197617065,0.8333333333333334,Medium Risk,1
MD01303,Defibrillator,2018-08-15,7,CardioSync,Model-100,Italy,23382.11936178163,28.480316096748734,5,5,3,Component firmware update after detecting voltage spike; functionality restored. critical failure emergency shutdown,61320,12,12264.0,0.3813131011379914,0.5833333333333334,High Risk,2
MD03170,X-Ray Machine,2022-06-20,3,ImagingTech,Model-400,Canada,3655.218967010366,3.1032220246101305,1,1,1,Component firmware update after detecting circuit failure; functionality restored. minor issue log file cleared,26280,12,26280.0,0.1390874797188115,0.25,Medium Risk,1
MD01584,Defibrillator,2023-07-05,2,UltraMed,Model-250,Canada,2307.061874871831,3.044485142537631,2,1,2,sensor misalignment caused operational delay; recalibration initiated. driver update average severity report,17520,12,17520.0,0.13168161386254745,0.16666666666666666,Medium Risk,1
MD03426,CT Scanner,2019-08-05,6,RescueTech,Model-100,UK,4969.909608224818,4.46396822177991,3,1,1,System performance degraded due to overheating; mitigation via firmware update. minor issue log file cleared,52560,12,52560.0,0.09455687991295315,0.5,Medium Risk,1
MD02848,CT Scanner,2018-11-17,7,CardioSync,Model-650,Canada,4474.802656928058,6.4733082898692444,3,0,2,Component recalibration after detecting overheating; functionality restored. component issue average severity report,61320,12,26280.0,0.072974603015787,0.5833333333333334,Low Risk,0
MD01470,X-Ray Machine,2023-02-05,2,ImagingTech,Model-650,Canada,4912.874916849987,17.959139110562006,4,0,2,Component component upgrade after detecting sensor misalignment; functionality restored. component issue moderate delay,17520,12,26280.0,0.2804152349800221,0.16666666666666666,Low Risk,0
MD00819,PET Scanner,2019-12-27,6,RescueTech,Model-250,UK,6206.280997355261,2.306159101121019,3,4,2,abnormal sound caused operational delay; component upgrade initiated. moderate delay device required inspection,52560,12,13140.0,0.1180799276513558,0.5,Medium Risk,1
MD01142,PET Scanner,2022-03-14,3,ScanPro,Model-400,Italy,24.012306718640925,5.466145393786139,5,2,2,Component software patch after detecting circuit failure; functionality restored. moderate delay non-critical warning,26280,12,13140.0,0.0009137103013181478,0.25,Medium Risk,1
MD00278,X-Ray Machine,2017-12-07,8,MedEquip,Model-200,Japan,12520.841588723772,28.99646527970384,4,6,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced emergency shutdown,70080,12,11680.0,0.17866497700804468,0.6666666666666666,High Risk,2
MD04862,CT Scanner,2016-01-04,9,MedEquip,Model-300,Japan,5165.321304917275,1.3357620800833745,4,1,1,Routine check completed; circuit failure observed during diagnostics. quick fix system check passed,78840,12,78840.0,0.06551650564329368,0.75,Medium Risk,1
MD03563,Defibrillator,2020-08-01,5,ScanPro,Model-400,USA,23382.11936178163,14.359105802106289,4,2,3,sensor misalignment caused operational delay; inspection initiated. data loss critical failure,43800,12,21900.0,0.5338383415931879,0.4166666666666667,High Risk,2
MD03792,Infusion Pump,2016-01-05,9,ScanPro,Model-550,Japan,15326.527537521277,25.43130986690975,5,2,3,Component inspection after detecting voltage spike; functionality restored. reboot failed critical malfunction,78840,12,39420.0,0.19440040001929576,0.75,Medium Risk,1
MD02677,MRI Scanner,2020-01-30,5,MedEquip,Model-450,Japan,5127.28948607215,2.947924241968524,5,1,1,System performance degraded due to data lag; mitigation via inspection. software reset routine reset,43800,12,43800.0,0.1170614037916016,0.4166666666666667,Medium Risk,1
MD04073,Defibrillator,2023-12-26,2,MedEquip,Model-350,USA,4498.643513746248,6.5911498383566975,3,0,2,Routine check completed; sensor misalignment observed during diagnostics. component issue device required inspection,17520,12,26280.0,0.2567718900540096,0.16666666666666666,Low Risk,0
MD03436,MRI Scanner,2014-02-14,11,MedEquip,Model-600,Italy,3024.8540278868745,5.709381791695073,3,1,2,System performance degraded due to software crash; mitigation via firmware update. moderate delay average severity report,96360,12,96360.0,0.031391179201814806,0.9166666666666666,Medium Risk,1
MD03649,PET Scanner,2014-05-17,11,ScanPro,Model-350,UK,4703.431665332945,2.5310793658864537,5,1,1,Component system reset after detecting data lag; functionality restored. quick fix quick fix,96360,12,96360.0,0.04881103845301936,0.9166666666666666,Medium Risk,1
MD01394,PET Scanner,2020-07-20,5,MedEquip,Model-350,Japan,20045.951004768187,23.34242909268,1,3,3,battery wear caused operational delay; firmware update initiated. data loss high priority failure,43800,12,14600.0,0.45767011426411386,0.4166666666666667,High Risk,2
MD04398,Defibrillator,2020-07-29,5,CardioSync,Model-450,UK,5128.252666338795,4.367577378845715,1,1,1,data lag caused operational delay; recalibration initiated. software reset quick fix,43800,12,43800.0,0.1170833942086483,0.4166666666666667,Medium Risk,1
